0.1	0.01222
0.3	0.3239
0.5	0.51822
1	0.68976
1.5	0.75761
2	0.80134
2.6	0.84135
3.1	0.85606
3.2	0.71525
3.4	0.44205
3.6	0.31745
3.9	0.23272
4.4	0.17178
5.1	0.12861
6.5	0.07657
7.5	0.05296
