
                    ************************************************
                    *                Model: CRAFLUSH               *
                    *           Parallel Crack Model D > 0         *
                    *            (C) E.A. Sudicky, 1988            *
                    *   Waterloo Centre for Groundwater Research   *
                    *            University of Waterloo            *
                    *       Waterloo, Ontario, CANADA N2L 3G1      *
                    ************************************************


  Source concentration at infinite time=     1.0000
  Initial concentration in matrix and fractures=     0.0000
  Velocity in fracture=  8.68056E-06
  Fracture dispersivity=      0.000
  Fracture aperture=  1.2000E-04
  Fracture spacing=      0.100
  Matrix porosity=      0.350
  Matrix tortuosity=      1.000
  Diff. coeff. in water=  1.0000E-11
  Fracture retardation factor=      1.000
  Matrix retardation factor=      1.000
  Non-decaying solute


  Numerical inversion parameters used in CRUMP

  ALPHR=  0.000
  RELERR=  1.0000E-06
  N=  15


  Variable source concentration

     Time       Concentration
  0.000            1.00000


    Time      Distance: along Fracture,  in Matrix     C(t)     Steady C
 2.1600E+04                      0.680       0.000  0.00000      1.00000
 2.1600E+04                      0.720       0.000  0.00000      1.00000
 2.1600E+04                      0.760       0.000  0.00000      1.00000
 2.1600E+04                      0.800       0.000  0.00000      1.00000
 4.3200E+04                      0.010       0.000  0.94158      1.00000
 4.3200E+04                      0.040       0.000  0.75964      1.00000
 4.3200E+04                      0.080       0.000  0.51435      1.00000
 4.3200E+04                      0.120       0.000  0.29278      1.00000
 4.3200E+04                      0.160       0.000  0.12660      1.00000
 4.3200E+04                      0.200       0.000  0.03430      1.00000
 4.3200E+04                      0.240       0.000  0.00383      1.00000
 4.3200E+04                      0.280       0.000  0.00006      1.00000
 4.3200E+04                      0.320       0.000  0.00000      1.00000
 4.3200E+04                      0.360       0.000  0.00000      1.00000
 4.3200E+04                      0.400       0.000  0.00000      1.00000
 4.3200E+04                      0.440       0.000  0.00000      1.00000
 4.3200E+04                      0.480       0.000  0.00000      1.00000
 4.3200E+04                      0.520       0.000  0.00000      1.00000
 4.3200E+04                      0.560       0.000  0.00000      1.00000
 4.3200E+04                      0.600       0.000  0.00000      1.00000
 4.3200E+04                      0.640       0.000  0.00000      1.00000
 4.3200E+04                      0.680       0.000  0.00000      1.00000
 4.3200E+04                      0.720       0.000  0.00000      1.00000
 4.3200E+04                      0.760       0.000  0.00000      1.00000
 4.3200E+04                      0.800       0.000  0.00000      1.00000
 6.4800E+04                      0.010       0.000  0.95251      1.00000
 6.4800E+04                      0.040       0.000  0.80647      1.00000
 6.4800E+04                      0.080       0.000  0.61014      1.00000
 6.4800E+04                      0.120       0.000  0.42450      1.00000
 6.4800E+04                      0.160       0.000  0.26421      1.00000
 6.4800E+04                      0.200       0.000  0.14140      1.00000
 6.4800E+04                      0.240       0.000  0.06135      1.00000
 6.4800E+04                      0.280       0.000  0.01969      1.00000
 6.4800E+04                      0.320       0.000  0.00402      1.00000
 6.4800E+04                      0.360       0.000  0.00040      1.00000
 6.4800E+04                      0.400       0.000  0.00001      1.00000
 6.4800E+04                      0.440       0.000  0.00000      1.00000
 6.4800E+04                      0.480       0.000  0.00000      1.00000
 6.4800E+04                      0.520       0.000  0.00000      1.00000
 6.4800E+04                      0.560       0.000  0.00000      1.00000
 6.4800E+04                      0.600       0.000  0.00000      1.00000
 6.4800E+04                      0.640       0.000  0.00000      1.00000
 6.4800E+04                      0.680       0.000  0.00000      1.00000
 6.4800E+04                      0.720       0.000  0.00000      1.00000
 6.4800E+04                      0.760       0.000  0.00000      1.00000
 6.4800E+04                      0.800       0.000  0.00000      1.00000
 8.6400E+04                      0.010       0.000  0.95896      1.00000
 8.6400E+04                      0.040       0.000  0.83354      1.00000
 8.6400E+04                      0.080       0.000  0.66524      1.00000
 8.6400E+04                      0.120       0.000  0.50329      1.00000
 8.6400E+04                      0.160       0.000  0.35643      1.00000
 8.6400E+04                      0.200       0.000  0.23251      1.00000
 8.6400E+04                      0.240       0.000  0.13680      1.00000
 8.6400E+04                      0.280       0.000  0.07059      1.00000
 8.6400E+04                      0.320       0.000  0.03074      1.00000
 8.6400E+04                      0.360       0.000  0.01071      1.00000
 8.6400E+04                      0.400       0.000  0.00276      1.00000
 8.6400E+04                      0.440       0.000  0.00047      1.00000
 8.6400E+04                      0.480       0.000  0.00004      1.00000
 8.6400E+04                      0.520       0.000  0.00000      1.00000
 8.6400E+04                      0.560       0.000  0.00000      1.00000
 8.6400E+04                      0.600       0.000  0.00000      1.00000
 8.6400E+04                      0.640       0.000  0.00000      1.00000
 8.6400E+04                      0.680       0.000  0.00000      1.00000
 8.6400E+04                      0.720       0.000  0.00000      1.00000
 8.6400E+04                      0.760       0.000  0.00000      1.00000
 8.6400E+04                      0.800       0.000  0.00000      1.00000
 1.0800E+05                      0.010       0.000  0.96334      1.00000
 1.0800E+05                      0.040       0.000  0.85172      1.00000
 1.0800E+05                      0.080       0.000  0.70211      1.00000
 1.0800E+05                      0.120       0.000  0.55682      1.00000
 1.0800E+05                      0.160       0.000  0.42178      1.00000
 1.0800E+05                      0.200       0.000  0.30252      1.00000
 1.0800E+05                      0.240       0.000  0.20329      1.00000
 1.0800E+05                      0.280       0.000  0.12633      1.00000
 1.0800E+05                      0.320       0.000  0.07142      1.00000
 1.0800E+05                      0.360       0.000  0.03597      1.00000
 1.0800E+05                      0.400       0.000  0.01572      1.00000
 1.0800E+05                      0.440       0.000  0.00575      1.00000
 1.0800E+05                      0.480       0.000  0.00168      1.00000
 1.0800E+05                      0.520       0.000  0.00037      1.00000
 1.0800E+05                      0.560       0.000  0.00005      1.00000
 1.0800E+05                      0.600       0.000  0.00000      1.00000
 1.0800E+05                      0.640       0.000  0.00000      1.00000
 1.0800E+05                      0.680       0.000  0.00000      1.00000
 1.0800E+05                      0.720       0.000  0.00000      1.00000
 1.0800E+05                      0.760       0.000  0.00000      1.00000
 1.0800E+05                      0.800       0.000  0.00000      1.00000
 1.2960E+05                      0.010       0.000  0.96656      1.00000
 1.2960E+05                      0.040       0.000  0.86500      1.00000
 1.2960E+05                      0.080       0.000  0.72899      1.00000
 1.2960E+05                      0.120       0.000  0.59616      1.00000
 1.2960E+05                      0.160       0.000  0.47086      1.00000
 1.2960E+05                      0.200       0.000  0.35724      1.00000
 1.2960E+05                      0.240       0.000  0.25871      1.00000
 1.2960E+05                      0.280       0.000  0.17750      1.00000
 1.2960E+05                      0.320       0.000  0.11434      1.00000
 1.2960E+05                      0.360       0.000  0.06843      1.00000
 1.2960E+05                      0.400       0.000  0.03755      1.00000
 1.2960E+05                      0.440       0.000  0.01859      1.00000
 1.2960E+05                      0.480       0.000  0.00815      1.00000
 1.2960E+05                      0.520       0.000  0.00308      1.00000
 1.2960E+05                      0.560       0.000  0.00097      1.00000
 1.2960E+05                      0.600       0.000  0.00025      1.00000
 1.2960E+05                      0.640       0.000  0.00005      1.00000
 1.2960E+05                      0.680       0.000  0.00001      1.00000
 1.2960E+05                      0.720       0.000  0.00000      1.00000
 1.2960E+05                      0.760       0.000  0.00000      1.00000
 1.2960E+05                      0.800       0.000  0.00000      1.00000
 1.5120E+05                      0.010       0.000  0.96906      1.00000
 1.5120E+05                      0.040       0.000  0.87526      1.00000
 1.5120E+05                      0.080       0.000  0.74971      1.00000
 1.5120E+05                      0.120       0.000  0.62662      1.00000
 1.5120E+05                      0.160       0.000  0.50937      1.00000
 1.5120E+05                      0.200       0.000  0.40121      1.00000
 1.5120E+05                      0.240       0.000  0.30490      1.00000
 1.5120E+05                      0.280       0.000  0.22249      1.00000
 1.5120E+05                      0.320       0.000  0.15502      1.00000
 1.5120E+05                      0.360       0.000  0.10246      1.00000
 1.5120E+05                      0.400       0.000  0.06377      1.00000
 1.5120E+05                      0.440       0.000  0.03703      1.00000
 1.5120E+05                      0.480       0.000  0.01986      1.00000
 1.5120E+05                      0.520       0.000  0.00971      1.00000
 1.5120E+05                      0.560       0.000  0.00426      1.00000
 1.5120E+05                      0.600       0.000  0.00165      1.00000
 1.5120E+05                      0.640       0.000  0.00055      1.00000
 1.5120E+05                      0.680       0.000  0.00015      1.00000
 1.5120E+05                      0.720       0.000  0.00003      1.00000
 1.5120E+05                      0.760       0.000  0.00001      1.00000
 1.5120E+05                      0.800       0.000  0.00000      1.00000
 1.7280E+05                      0.010       0.000  0.97107      1.00000
 1.7280E+05                      0.040       0.000  0.88348      1.00000
 1.7280E+05                      0.080       0.000  0.76630      1.00000
 1.7280E+05                      0.120       0.000  0.65110      1.00000
 1.7280E+05                      0.160       0.000  0.54059      1.00000
 1.7280E+05                      0.200       0.000  0.43741      1.00000
 1.7280E+05                      0.240       0.000  0.34386      1.00000
 1.7280E+05                      0.280       0.000  0.26174      1.00000
 1.7280E+05                      0.320       0.000  0.19218      1.00000
 1.7280E+05                      0.360       0.000  0.13551      1.00000
 1.7280E+05                      0.400       0.000  0.09133      1.00000
 1.7280E+05                      0.440       0.000  0.05849      1.00000
 1.7280E+05                      0.480       0.000  0.03537      1.00000
 1.7280E+05                      0.520       0.000  0.02005      1.00000
 1.7280E+05                      0.560       0.000  0.01056      1.00000
 1.7280E+05                      0.600       0.000  0.00511      1.00000
 1.7280E+05                      0.640       0.000  0.00225      1.00000
 1.7280E+05                      0.680       0.000  0.00089      1.00000
 1.7280E+05                      0.720       0.000  0.00031      1.00000
 1.7280E+05                      0.760       0.000  0.00009      1.00000
 1.7280E+05                      0.800       0.000  0.00002      1.00000
 2.1600E+05                      0.010       0.000  0.97414      1.00000
 2.1600E+05                      0.040       0.000  0.89599      1.00000
 2.1600E+05                      0.080       0.000  0.79151      1.00000
 2.1600E+05                      0.120       0.000  0.68840      1.00000
 2.1600E+05                      0.160       0.000  0.58858      1.00000
 2.1600E+05                      0.200       0.000  0.49388      1.00000
 2.1600E+05                      0.240       0.000  0.40600      1.00000
 2.1600E+05                      0.280       0.000  0.32633      1.00000
 2.1600E+05                      0.320       0.000  0.25592      1.00000
 2.1600E+05                      0.360       0.000  0.19537      1.00000
 2.1600E+05                      0.400       0.000  0.14481      1.00000
 2.1600E+05                      0.440       0.000  0.10393      1.00000
 2.1600E+05                      0.480       0.000  0.07199      1.00000
 2.1600E+05                      0.520       0.000  0.04796      1.00000
 2.1600E+05                      0.560       0.000  0.03062      1.00000
 2.1600E+05                      0.600       0.000  0.01865      1.00000
 2.1600E+05                      0.640       0.000  0.01079      1.00000
 2.1600E+05                      0.680       0.000  0.00589      1.00000
 2.1600E+05                      0.720       0.000  0.00302      1.00000
 2.1600E+05                      0.760       0.000  0.00144      1.00000
 2.1600E+05                      0.800       0.000  0.00064      1.00000
 2.5920E+05                      0.010       0.000  0.97640      1.00000
 2.5920E+05                      0.040       0.000  0.90518      1.00000
 2.5920E+05                      0.080       0.000  0.81000      1.00000
 2.5920E+05                      0.120       0.000  0.71585      1.00000
 2.5920E+05                      0.160       0.000  0.62415      1.00000
 2.5920E+05                      0.200       0.000  0.53630      1.00000
 2.5920E+05                      0.240       0.000  0.45359      1.00000
 2.5920E+05                      0.280       0.000  0.37714      1.00000
 2.5920E+05                      0.320       0.000  0.30784      1.00000
 2.5920E+05                      0.360       0.000  0.24633      1.00000
 2.5920E+05                      0.400       0.000  0.19293      1.00000
 2.5920E+05                      0.440       0.000  0.14765      1.00000
 2.5920E+05                      0.480       0.000  0.11021      1.00000
 2.5920E+05                      0.520       0.000  0.08007      1.00000
 2.5920E+05                      0.560       0.000  0.05651      1.00000
 2.5920E+05                      0.600       0.000  0.03865      1.00000
 2.5920E+05                      0.640       0.000  0.02555      1.00000
 2.5920E+05                      0.680       0.000  0.01628      1.00000
 2.5920E+05                      0.720       0.000  0.00997      1.00000
 2.5920E+05                      0.760       0.000  0.00584      1.00000
 2.5920E+05                      0.800       0.000  0.00327      1.00000
 3.0240E+05                      0.010       0.000  0.97816      1.00000
 3.0240E+05                      0.040       0.000  0.91230      1.00000
 3.0240E+05                      0.080       0.000  0.82431      1.00000
 3.0240E+05                      0.120       0.000  0.73713      1.00000
 3.0240E+05                      0.160       0.000  0.65187      1.00000
 3.0240E+05                      0.200       0.000  0.56963      1.00000
 3.0240E+05                      0.240       0.000  0.49145      1.00000
 3.0240E+05                      0.280       0.000  0.41823      1.00000
 3.0240E+05                      0.320       0.000  0.35075      1.00000
 3.0240E+05                      0.360       0.000  0.28960      1.00000
 3.0240E+05                      0.400       0.000  0.23515      1.00000
 3.0240E+05                      0.440       0.000  0.18757      1.00000
 3.0240E+05                      0.480       0.000  0.14679      1.00000
 3.0240E+05                      0.520       0.000  0.11257      1.00000
 3.0240E+05                      0.560       0.000  0.08448      1.00000
 3.0240E+05                      0.600       0.000  0.06195      1.00000
 3.0240E+05                      0.640       0.000  0.04432      1.00000
 3.0240E+05                      0.680       0.000  0.03088      1.00000
 3.0240E+05                      0.720       0.000  0.02092      1.00000
 3.0240E+05                      0.760       0.000  0.01375      1.00000
 3.0240E+05                      0.800       0.000  0.00875      1.00000
 3.4560E+05                      0.010       0.000  0.97957      1.00000
 3.4560E+05                      0.040       0.000  0.91802      1.00000
 3.4560E+05                      0.080       0.000  0.83580      1.00000
 3.4560E+05                      0.120       0.000  0.75424      1.00000
 3.4560E+05                      0.160       0.000  0.67425      1.00000
 3.4560E+05                      0.200       0.000  0.59670      1.00000
 3.4560E+05                      0.240       0.000  0.52246      1.00000
 3.4560E+05                      0.280       0.000  0.45228      1.00000
 3.4560E+05                      0.320       0.000  0.38683      1.00000
 3.4560E+05                      0.360       0.000  0.32664      1.00000
 3.4560E+05                      0.400       0.000  0.27210      1.00000
 3.4560E+05                      0.440       0.000  0.22343      1.00000
 3.4560E+05                      0.480       0.000  0.18069      1.00000
 3.4560E+05                      0.520       0.000  0.14378      1.00000
 3.4560E+05                      0.560       0.000  0.11248      1.00000
 3.4560E+05                      0.600       0.000  0.08641      1.00000
 3.4560E+05                      0.640       0.000  0.06513      1.00000
 3.4560E+05                      0.680       0.000  0.04810      1.00000
 3.4560E+05                      0.720       0.000  0.03477      1.00000
 3.4560E+05                      0.760       0.000  0.02457      1.00000
 3.4560E+05                      0.800       0.000  0.01695      1.00000
