
                    ************************************************
                    *                Model: CRAFLUSH               *
                    *           Parallel Crack Model D > 0         *
                    *            (C) E.A. Sudicky, 1988            *
                    *   Waterloo Centre for Groundwater Research   *
                    *            University of Waterloo            *
                    *       Waterloo, Ontario, CANADA N2L 3G1      *
                    ************************************************


  Source concentration at infinite time=     1.0000
  Initial concentration in matrix and fractures=     0.0000
  Velocity in fracture=  8.68056E-06
  Fracture dispersivity=      0.760
  Fracture aperture=  1.2000E-04
  Fracture spacing=      0.100
  Matrix porosity=      0.350
  Matrix tortuosity=      1.000
  Diff. coeff. in water=  1.0000E-14
  Fracture retardation factor=      1.000
  Matrix retardation factor=      1.000
  Non-decaying solute


  Numerical inversion parameters used in CRUMP

  ALPHR=  0.000
  RELERR=  1.0000E-06
  N=  15


  Variable source concentration

     Time       Concentration
  0.000            1.00000


    Time      Distance: along Fracture,  in Matrix     C(t)     Steady C
 1.0800E+05                      0.480       0.000  0.83034      1.00000
 1.0800E+05                      0.520       0.000  0.81425      1.00000
 1.0800E+05                      0.560       0.000  0.79793      1.00000
 1.0800E+05                      0.600       0.000  0.78140      1.00000
 1.0800E+05                      0.640       0.000  0.76468      1.00000
 1.0800E+05                      0.680       0.000  0.74780      1.00000
 1.0800E+05                      0.720       0.000  0.73076      1.00000
 1.0800E+05                      0.760       0.000  0.71360      1.00000
 1.0800E+05                      0.800       0.000  0.69633      1.00000
 1.2960E+05                      0.010       0.000  0.99743      1.00000
 1.2960E+05                      0.040       0.000  0.98960      1.00000
 1.2960E+05                      0.080       0.000  0.97889      1.00000
 1.2960E+05                      0.120       0.000  0.96787      1.00000
 1.2960E+05                      0.160       0.000  0.95654      1.00000
 1.2960E+05                      0.200       0.000  0.94491      1.00000
 1.2960E+05                      0.240       0.000  0.93299      1.00000
 1.2960E+05                      0.280       0.000  0.92077      1.00000
 1.2960E+05                      0.320       0.000  0.90828      1.00000
 1.2960E+05                      0.360       0.000  0.89552      1.00000
 1.2960E+05                      0.400       0.000  0.88249      1.00000
 1.2960E+05                      0.440       0.000  0.86921      1.00000
 1.2960E+05                      0.480       0.000  0.85568      1.00000
 1.2960E+05                      0.520       0.000  0.84192      1.00000
 1.2960E+05                      0.560       0.000  0.82794      1.00000
 1.2960E+05                      0.600       0.000  0.81375      1.00000
 1.2960E+05                      0.640       0.000  0.79936      1.00000
 1.2960E+05                      0.680       0.000  0.78479      1.00000
 1.2960E+05                      0.720       0.000  0.77005      1.00000
 1.2960E+05                      0.760       0.000  0.75516      1.00000
 1.2960E+05                      0.800       0.000  0.74012      1.00000
 1.5120E+05                      0.010       0.000  0.99776      1.00000
 1.5120E+05                      0.040       0.000  0.99095      1.00000
 1.5120E+05                      0.080       0.000  0.98164      1.00000
 1.5120E+05                      0.120       0.000  0.97206      1.00000
 1.5120E+05                      0.160       0.000  0.96223      1.00000
 1.5120E+05                      0.200       0.000  0.95214      1.00000
 1.5120E+05                      0.240       0.000  0.94179      1.00000
 1.5120E+05                      0.280       0.000  0.93120      1.00000
 1.5120E+05                      0.320       0.000  0.92037      1.00000
 1.5120E+05                      0.360       0.000  0.90929      1.00000
 1.5120E+05                      0.400       0.000  0.89798      1.00000
 1.5120E+05                      0.440       0.000  0.88645      1.00000
 1.5120E+05                      0.480       0.000  0.87469      1.00000
 1.5120E+05                      0.520       0.000  0.86272      1.00000
 1.5120E+05                      0.560       0.000  0.85054      1.00000
 1.5120E+05                      0.600       0.000  0.83816      1.00000
 1.5120E+05                      0.640       0.000  0.82560      1.00000
 1.5120E+05                      0.680       0.000  0.81285      1.00000
 1.5120E+05                      0.720       0.000  0.79993      1.00000
 1.5120E+05                      0.760       0.000  0.78684      1.00000
 1.5120E+05                      0.800       0.000  0.77361      1.00000
 1.7280E+05                      0.010       0.000  0.99802      1.00000
 1.7280E+05                      0.040       0.000  0.99199      1.00000
 1.7280E+05                      0.080       0.000  0.98375      1.00000
 1.7280E+05                      0.120       0.000  0.97530      1.00000
 1.7280E+05                      0.160       0.000  0.96662      1.00000
 1.7280E+05                      0.200       0.000  0.95772      1.00000
 1.7280E+05                      0.240       0.000  0.94860      1.00000
 1.7280E+05                      0.280       0.000  0.93927      1.00000
 1.7280E+05                      0.320       0.000  0.92972      1.00000
 1.7280E+05                      0.360       0.000  0.91996      1.00000
 1.7280E+05                      0.400       0.000  0.90999      1.00000
 1.7280E+05                      0.440       0.000  0.89983      1.00000
 1.7280E+05                      0.480       0.000  0.88946      1.00000
 1.7280E+05                      0.520       0.000  0.87889      1.00000
 1.7280E+05                      0.560       0.000  0.86814      1.00000
 1.7280E+05                      0.600       0.000  0.85721      1.00000
 1.7280E+05                      0.640       0.000  0.84609      1.00000
 1.7280E+05                      0.680       0.000  0.83480      1.00000
 1.7280E+05                      0.720       0.000  0.82335      1.00000
 1.7280E+05                      0.760       0.000  0.81173      1.00000
 1.7280E+05                      0.800       0.000  0.79997      1.00000
 2.1600E+05                      0.010       0.000  0.99839      1.00000
 2.1600E+05                      0.040       0.000  0.99349      1.00000
 2.1600E+05                      0.080       0.000  0.98681      1.00000
 2.1600E+05                      0.120       0.000  0.97996      1.00000
 2.1600E+05                      0.160       0.000  0.97294      1.00000
 2.1600E+05                      0.200       0.000  0.96576      1.00000
 2.1600E+05                      0.240       0.000  0.95841      1.00000
 2.1600E+05                      0.280       0.000  0.95089      1.00000
 2.1600E+05                      0.320       0.000  0.94321      1.00000
 2.1600E+05                      0.360       0.000  0.93536      1.00000
 2.1600E+05                      0.400       0.000  0.92734      1.00000
 2.1600E+05                      0.440       0.000  0.91917      1.00000
 2.1600E+05                      0.480       0.000  0.91083      1.00000
 2.1600E+05                      0.520       0.000  0.90234      1.00000
 2.1600E+05                      0.560       0.000  0.89368      1.00000
 2.1600E+05                      0.600       0.000  0.88488      1.00000
 2.1600E+05                      0.640       0.000  0.87592      1.00000
 2.1600E+05                      0.680       0.000  0.86681      1.00000
 2.1600E+05                      0.720       0.000  0.85755      1.00000
 2.1600E+05                      0.760       0.000  0.84816      1.00000
 2.1600E+05                      0.800       0.000  0.83862      1.00000
 2.5920E+05                      0.010       0.000  0.99864      1.00000
 2.5920E+05                      0.040       0.000  0.99451      1.00000
 2.5920E+05                      0.080       0.000  0.98889      1.00000
 2.5920E+05                      0.120       0.000  0.98314      1.00000
 2.5920E+05                      0.160       0.000  0.97726      1.00000
 2.5920E+05                      0.200       0.000  0.97124      1.00000
 2.5920E+05                      0.240       0.000  0.96510      1.00000
 2.5920E+05                      0.280       0.000  0.95882      1.00000
 2.5920E+05                      0.320       0.000  0.95241      1.00000
 2.5920E+05                      0.360       0.000  0.94587      1.00000
 2.5920E+05                      0.400       0.000  0.93920      1.00000
 2.5920E+05                      0.440       0.000  0.93240      1.00000
 2.5920E+05                      0.480       0.000  0.92546      1.00000
 2.5920E+05                      0.520       0.000  0.91840      1.00000
 2.5920E+05                      0.560       0.000  0.91120      1.00000
 2.5920E+05                      0.600       0.000  0.90388      1.00000
 2.5920E+05                      0.640       0.000  0.89643      1.00000
 2.5920E+05                      0.680       0.000  0.88885      1.00000
 2.5920E+05                      0.720       0.000  0.88115      1.00000
 2.5920E+05                      0.760       0.000  0.87333      1.00000
 2.5920E+05                      0.800       0.000  0.86538      1.00000
 3.0240E+05                      0.010       0.000  0.99882      1.00000
 3.0240E+05                      0.040       0.000  0.99525      1.00000
 3.0240E+05                      0.080       0.000  0.99039      1.00000
 3.0240E+05                      0.120       0.000  0.98543      1.00000
 3.0240E+05                      0.160       0.000  0.98037      1.00000
 3.0240E+05                      0.200       0.000  0.97520      1.00000
 3.0240E+05                      0.240       0.000  0.96992      1.00000
 3.0240E+05                      0.280       0.000  0.96454      1.00000
 3.0240E+05                      0.320       0.000  0.95905      1.00000
 3.0240E+05                      0.360       0.000  0.95346      1.00000
 3.0240E+05                      0.400       0.000  0.94775      1.00000
 3.0240E+05                      0.440       0.000  0.94194      1.00000
 3.0240E+05                      0.480       0.000  0.93602      1.00000
 3.0240E+05                      0.520       0.000  0.93000      1.00000
 3.0240E+05                      0.560       0.000  0.92386      1.00000
 3.0240E+05                      0.600       0.000  0.91762      1.00000
 3.0240E+05                      0.640       0.000  0.91128      1.00000
 3.0240E+05                      0.680       0.000  0.90482      1.00000
 3.0240E+05                      0.720       0.000  0.89827      1.00000
 3.0240E+05                      0.760       0.000  0.89160      1.00000
 3.0240E+05                      0.800       0.000  0.88483      1.00000
 3.4560E+05                      0.010       0.000  0.99896      1.00000
 3.4560E+05                      0.040       0.000  0.99580      1.00000
 3.4560E+05                      0.080       0.000  0.99152      1.00000
 3.4560E+05                      0.120       0.000  0.98716      1.00000
 3.4560E+05                      0.160       0.000  0.98271      1.00000
 3.4560E+05                      0.200       0.000  0.97817      1.00000
 3.4560E+05                      0.240       0.000  0.97354      1.00000
 3.4560E+05                      0.280       0.000  0.96883      1.00000
 3.4560E+05                      0.320       0.000  0.96403      1.00000
 3.4560E+05                      0.360       0.000  0.95915      1.00000
 3.4560E+05                      0.400       0.000  0.95417      1.00000
 3.4560E+05                      0.440       0.000  0.94911      1.00000
 3.4560E+05                      0.480       0.000  0.94395      1.00000
 3.4560E+05                      0.520       0.000  0.93871      1.00000
 3.4560E+05                      0.560       0.000  0.93338      1.00000
 3.4560E+05                      0.600       0.000  0.92795      1.00000
 3.4560E+05                      0.640       0.000  0.92244      1.00000
 3.4560E+05                      0.680       0.000  0.91684      1.00000
 3.4560E+05                      0.720       0.000  0.91115      1.00000
 3.4560E+05                      0.760       0.000  0.90537      1.00000
 3.4560E+05                      0.800       0.000  0.89950      1.00000
