        soln	      dist_x	      dist_z	       Ti_fr	       Tf_fr	       Tm_fr	        Days	
          31	       0.244	 0.0000e+000	 9.9712e-001	 2.8827e-003	 0.0000e+000	 7.0400e-001	
          32	       0.252	 0.0000e+000	 9.9634e-001	 3.6623e-003	 0.0000e+000	 7.0400e-001	
          33	        0.26	 0.0000e+000	 9.9538e-001	 4.6242e-003	 0.0000e+000	 7.0400e-001	
          34	       0.268	 0.0000e+000	 9.9420e-001	 5.8037e-003	 0.0000e+000	 7.0400e-001	
          35	       0.276	 0.0000e+000	 9.9276e-001	 7.2405e-003	 0.0000e+000	 7.0400e-001	
          36	       0.284	 0.0000e+000	 9.9102e-001	 8.9796e-003	 0.0000e+000	 7.0400e-001	
          37	       0.292	 0.0000e+000	 9.8893e-001	 1.1071e-002	 0.0000e+000	 7.0400e-001	
          38	         0.3	 0.0000e+000	 9.8643e-001	 1.3571e-002	 0.0000e+000	 7.0400e-001	
          39	       0.308	 0.0000e+000	 9.8346e-001	 1.6541e-002	 0.0000e+000	 7.0400e-001	
          40	       0.316	 0.0000e+000	 9.7995e-001	 2.0045e-002	 0.0000e+000	 7.0400e-001	
          41	       0.324	 0.0000e+000	 9.7584e-001	 2.4156e-002	 0.0000e+000	 7.0400e-001	
          42	       0.332	 0.0000e+000	 9.7105e-001	 2.8947e-002	 0.0000e+000	 7.0400e-001	
          43	        0.34	 0.0000e+000	 9.6550e-001	 3.4498e-002	 0.0000e+000	 7.0400e-001	
          44	       0.348	 0.0000e+000	 9.5911e-001	 4.0888e-002	 0.0000e+000	 7.0400e-001	
          45	       0.356	 0.0000e+000	 9.5180e-001	 4.8201e-002	 0.0000e+000	 7.0400e-001	
          46	       0.364	 0.0000e+000	 9.4348e-001	 5.6517e-002	 0.0000e+000	 7.0400e-001	
          47	       0.372	 0.0000e+000	 9.3408e-001	 6.5917e-002	 0.0000e+000	 7.0400e-001	
          48	        0.38	 0.0000e+000	 9.2352e-001	 7.6477e-002	 0.0000e+000	 7.0400e-001	
          49	       0.388	 0.0000e+000	 9.1173e-001	 8.8269e-002	 0.0000e+000	 7.0400e-001	
          50	       0.396	 0.0000e+000	 8.9864e-001	 1.0136e-001	 0.0000e+000	 7.0400e-001	
          51	       0.404	 0.0000e+000	 8.8420e-001	 1.1580e-001	 0.0000e+000	 7.0400e-001	
          52	       0.412	 0.0000e+000	 8.6837e-001	 1.3163e-001	 0.0000e+000	 7.0400e-001	
          53	        0.42	 0.0000e+000	 8.5112e-001	 1.4888e-001	 0.0000e+000	 7.0400e-001	
          54	       0.428	 0.0000e+000	 8.3242e-001	 1.6758e-001	 0.0000e+000	 7.0400e-001	
          55	       0.436	 0.0000e+000	 8.1229e-001	 1.8771e-001	 0.0000e+000	 7.0400e-001	
          56	       0.444	 0.0000e+000	 7.9074e-001	 2.0926e-001	 0.0000e+000	 7.0400e-001	
          57	       0.452	 0.0000e+000	 7.6781e-001	 2.3219e-001	 0.0000e+000	 7.0400e-001	
          58	        0.46	 0.0000e+000	 7.4355e-001	 2.5645e-001	 0.0000e+000	 7.0400e-001	
          59	       0.468	 0.0000e+000	 7.1805e-001	 2.8195e-001	 0.0000e+000	 7.0400e-001	
          60	       0.476	 0.0000e+000	 6.9139e-001	 3.0861e-001	 0.0000e+000	 7.0400e-001	
          61	       0.484	 0.0000e+000	 6.6370e-001	 3.3630e-001	 0.0000e+000	 7.0400e-001	
          62	       0.492	 0.0000e+000	 6.3510e-001	 3.6490e-001	 0.0000e+000	 7.0400e-001	
          63	         0.5	 0.0000e+000	 6.0574e-001	 3.9426e-001	 0.0000e+000	 7.0400e-001	
          64	       0.508	 0.0000e+000	 5.7577e-001	 4.2423e-001	 0.0000e+000	 7.0400e-001	
          65	       0.516	 0.0000e+000	 5.4536e-001	 4.5464e-001	 0.0000e+000	 7.0400e-001	
          66	       0.524	 0.0000e+000	 5.1470e-001	 4.8530e-001	 0.0000e+000	 7.0400e-001	
          67	       0.532	 0.0000e+000	 4.8395e-001	 5.1605e-001	 0.0000e+000	 7.0400e-001	
          68	        0.54	 0.0000e+000	 4.5331e-001	 5.4669e-001	 0.0000e+000	 7.0400e-001	
          69	       0.548	 0.0000e+000	 4.2295e-001	 5.7705e-001	 0.0000e+000	 7.0400e-001	
          70	       0.556	 0.0000e+000	 3.9305e-001	 6.0695e-001	 0.0000e+000	 7.0400e-001	
          71	       0.564	 0.0000e+000	 3.6377e-001	 6.3623e-001	 0.0000e+000	 7.0400e-001	
          72	       0.572	 0.0000e+000	 3.3527e-001	 6.6473e-001	 0.0000e+000	 7.0400e-001	
          73	        0.58	 0.0000e+000	 3.0769e-001	 6.9231e-001	 0.0000e+000	 7.0400e-001	
          74	       0.588	 0.0000e+000	 2.8116e-001	 7.1884e-001	 0.0000e+000	 7.0400e-001	
          75	       0.596	 0.0000e+000	 2.5579e-001	 7.4421e-001	 0.0000e+000	 7.0400e-001	
          76	       0.604	 0.0000e+000	 2.3168e-001	 7.6832e-001	 0.0000e+000	 7.0400e-001	
          77	       0.612	 0.0000e+000	 2.0888e-001	 7.9112e-001	 0.0000e+000	 7.0400e-001	
          78	        0.62	 0.0000e+000	 1.8747e-001	 8.1253e-001	 0.0000e+000	 7.0400e-001	
          79	       0.628	 0.0000e+000	 1.6747e-001	 8.3253e-001	 0.0000e+000	 7.0400e-001	
          80	       0.636	 0.0000e+000	 1.4890e-001	 8.5110e-001	 0.0000e+000	 7.0400e-001	
          81	       0.644	 0.0000e+000	 1.3176e-001	 8.6824e-001	 0.0000e+000	 7.0400e-001	
          82	       0.652	 0.0000e+000	 1.1604e-001	 8.8396e-001	 0.0000e+000	 7.0400e-001	
          83	        0.66	 0.0000e+000	 1.0169e-001	 8.9831e-001	 0.0000e+000	 7.0400e-001	
          84	       0.668	 0.0000e+000	 8.8683e-002	 9.1132e-001	 0.0000e+000	 7.0400e-001	
          85	       0.676	 0.0000e+000	 7.6956e-002	 9.2304e-001	 0.0000e+000	 7.0400e-001	
          86	       0.684	 0.0000e+000	 6.6447e-002	 9.3355e-001	 0.0000e+000	 7.0400e-001	
          87	       0.692	 0.0000e+000	 5.7084e-002	 9.4292e-001	 0.0000e+000	 7.0400e-001	
          88	         0.7	 0.0000e+000	 4.8792e-002	 9.5121e-001	 0.0000e+000	 7.0400e-001	
          89	       0.708	 0.0000e+000	 4.1491e-002	 9.5851e-001	 0.0000e+000	 7.0400e-001	
          90	       0.716	 0.0000e+000	 3.5102e-002	 9.6490e-001	 0.0000e+000	 7.0400e-001	
          91	       0.724	 0.0000e+000	 2.9542e-002	 9.7046e-001	 0.0000e+000	 7.0400e-001	
          92	       0.732	 0.0000e+000	 2.4734e-002	 9.7527e-001	 0.0000e+000	 7.0400e-001	
          93	        0.74	 0.0000e+000	 2.0601e-002	 9.7940e-001	 0.0000e+000	 7.0400e-001	
          94	       0.748	 0.0000e+000	 1.7068e-002	 9.8293e-001	 0.0000e+000	 7.0400e-001	
          95	       0.756	 0.0000e+000	 1.4071e-002	 9.8593e-001	 0.0000e+000	 7.0400e-001	
          96	       0.764	 0.0000e+000	 1.1549e-002	 9.8845e-001	 0.0000e+000	 7.0400e-001	
          97	       0.772	 0.0000e+000	 9.4615e-003	 9.9054e-001	 0.0000e+000	 7.0400e-001	
          98	        0.78	 0.0000e+000	 7.8042e-003	 9.9220e-001	 0.0000e+000	 7.0400e-001	
          99	       0.788	 0.0000e+000	 6.6235e-003	 9.9338e-001	 0.0000e+000	 7.0400e-001	
         100	       0.796	 0.0000e+000	 6.0005e-003	 9.9400e-001	 0.0000e+000	 7.0400e-001	
         101	         0.8	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 7.0400e-001	
           0	           0	 0.0000e+000	 1.0000e+000	 0.0000e+000	 0.0000e+000	 7.1467e-001	
           1	       0.004	 0.0000e+000	 1.0000e+000	 4.0773e-008	 0.0000e+000	 7.1467e-001	
           2	       0.012	 0.0000e+000	 1.0000e+000	 6.4530e-008	 0.0000e+000	 7.1467e-001	
           3	        0.02	 0.0000e+000	 1.0000e+000	 1.1394e-007	 0.0000e+000	 7.1467e-001	
           4	       0.028	 0.0000e+000	 1.0000e+000	 1.9589e-007	 0.0000e+000	 7.1467e-001	
           5	       0.036	 0.0000e+000	 1.0000e+000	 3.2511e-007	 0.0000e+000	 7.1467e-001	
           6	       0.044	 0.0000e+000	 1.0000e+000	 5.2599e-007	 0.0000e+000	 7.1467e-001	
           7	       0.052	 0.0000e+000	 1.0000e+000	 8.3410e-007	 0.0000e+000	 7.1467e-001	
           8	        0.06	 0.0000e+000	 1.0000e+000	 1.3003e-006	 0.0000e+000	 7.1467e-001	
           9	       0.068	 0.0000e+000	 1.0000e+000	 1.9967e-006	 0.0000e+000	 7.1467e-001	
          10	       0.076	 0.0000e+000	 1.0000e+000	 3.0254e-006	 0.0000e+000	 7.1467e-001	
          11	       0.084	 0.0000e+000	 1.0000e+000	 4.5285e-006	 0.0000e+000	 7.1467e-001	
          12	       0.092	 0.0000e+000	 9.9999e-001	 6.7032e-006	 0.0000e+000	 7.1467e-001	
          13	         0.1	 0.0000e+000	 9.9999e-001	 9.8196e-006	 0.0000e+000	 7.1467e-001	
          14	       0.108	 0.0000e+000	 9.9999e-001	 1.4245e-005	 0.0000e+000	 7.1467e-001	
          15	       0.116	 0.0000e+000	 9.9998e-001	 2.0474e-005	 0.0000e+000	 7.1467e-001	
          16	       0.124	 0.0000e+000	 9.9997e-001	 2.9169e-005	 0.0000e+000	 7.1467e-001	
          17	       0.132	 0.0000e+000	 9.9996e-001	 4.1207e-005	 0.0000e+000	 7.1467e-001	
          18	        0.14	 0.0000e+000	 9.9994e-001	 5.7743e-005	 0.0000e+000	 7.1467e-001	
          19	       0.148	 0.0000e+000	 9.9992e-001	 8.0280e-005	 0.0000e+000	 7.1467e-001	
          20	       0.156	 0.0000e+000	 9.9989e-001	 1.1077e-004	 0.0000e+000	 7.1467e-001	
          21	       0.164	 0.0000e+000	 9.9985e-001	 1.5170e-004	 0.0000e+000	 7.1467e-001	
          22	       0.172	 0.0000e+000	 9.9979e-001	 2.0626e-004	 0.0000e+000	 7.1467e-001	
          23	        0.18	 0.0000e+000	 9.9972e-001	 2.7848e-004	 0.0000e+000	 7.1467e-001	
          24	       0.188	 0.0000e+000	 9.9963e-001	 3.7338e-004	 0.0000e+000	 7.1467e-001	
          25	       0.196	 0.0000e+000	 9.9950e-001	 4.9724e-004	 0.0000e+000	 7.1467e-001	
          26	       0.204	 0.0000e+000	 9.9934e-001	 6.5778e-004	 0.0000e+000	 7.1467e-001	
          27	       0.212	 0.0000e+000	 9.9914e-001	 8.6446e-004	 0.0000e+000	 7.1467e-001	
          28	        0.22	 0.0000e+000	 9.9887e-001	 1.1288e-003	 0.0000e+000	 7.1467e-001	
          29	       0.228	 0.0000e+000	 9.9854e-001	 1.4645e-003	 0.0000e+000	 7.1467e-001	
          30	       0.236	 0.0000e+000	 9.9811e-001	 1.8882e-003	 0.0000e+000	 7.1467e-001	
          31	       0.244	 0.0000e+000	 9.9758e-001	 2.4195e-003	 0.0000e+000	 7.1467e-001	
          32	       0.252	 0.0000e+000	 9.9692e-001	 3.0813e-003	 0.0000e+000	 7.1467e-001	
          33	        0.26	 0.0000e+000	 9.9610e-001	 3.9004e-003	 0.0000e+000	 7.1467e-001	
          34	       0.268	 0.0000e+000	 9.9509e-001	 4.9077e-003	 0.0000e+000	 7.1467e-001	
          35	       0.276	 0.0000e+000	 9.9386e-001	 6.1388e-003	 0.0000e+000	 7.1467e-001	
          36	       0.284	 0.0000e+000	 9.9237e-001	 7.6337e-003	 0.0000e+000	 7.1467e-001	
          37	       0.292	 0.0000e+000	 9.9056e-001	 9.4377e-003	 0.0000e+000	 7.1467e-001	
          38	         0.3	 0.0000e+000	 9.8840e-001	 1.1601e-002	 0.0000e+000	 7.1467e-001	
          39	       0.308	 0.0000e+000	 9.8582e-001	 1.4180e-002	 0.0000e+000	 7.1467e-001	
          40	       0.316	 0.0000e+000	 9.8277e-001	 1.7234e-002	 0.0000e+000	 7.1467e-001	
          41	       0.324	 0.0000e+000	 9.7917e-001	 2.0829e-002	 0.0000e+000	 7.1467e-001	
          42	       0.332	 0.0000e+000	 9.7496e-001	 2.5036e-002	 0.0000e+000	 7.1467e-001	
          43	        0.34	 0.0000e+000	 9.7007e-001	 2.9928e-002	 0.0000e+000	 7.1467e-001	
          44	       0.348	 0.0000e+000	 9.6442e-001	 3.5582e-002	 0.0000e+000	 7.1467e-001	
          45	       0.356	 0.0000e+000	 9.5792e-001	 4.2077e-002	 0.0000e+000	 7.1467e-001	
          46	       0.364	 0.0000e+000	 9.5051e-001	 4.9494e-002	 0.0000e+000	 7.1467e-001	
          47	       0.372	 0.0000e+000	 9.4209e-001	 5.7912e-002	 0.0000e+000	 7.1467e-001	
          48	        0.38	 0.0000e+000	 9.3259e-001	 6.7410e-002	 0.0000e+000	 7.1467e-001	
          49	       0.388	 0.0000e+000	 9.2194e-001	 7.8061e-002	 0.0000e+000	 7.1467e-001	
          50	       0.396	 0.0000e+000	 9.1007e-001	 8.9935e-002	 0.0000e+000	 7.1467e-001	
          51	       0.404	 0.0000e+000	 8.9691e-001	 1.0309e-001	 0.0000e+000	 7.1467e-001	
          52	       0.412	 0.0000e+000	 8.8242e-001	 1.1758e-001	 0.0000e+000	 7.1467e-001	
          53	        0.42	 0.0000e+000	 8.6655e-001	 1.3345e-001	 0.0000e+000	 7.1467e-001	
          54	       0.428	 0.0000e+000	 8.4927e-001	 1.5073e-001	 0.0000e+000	 7.1467e-001	
          55	       0.436	 0.0000e+000	 8.3058e-001	 1.6942e-001	 0.0000e+000	 7.1467e-001	
          56	       0.444	 0.0000e+000	 8.1047e-001	 1.8953e-001	 0.0000e+000	 7.1467e-001	
          57	       0.452	 0.0000e+000	 7.8897e-001	 2.1103e-001	 0.0000e+000	 7.1467e-001	
          58	        0.46	 0.0000e+000	 7.6611e-001	 2.3389e-001	 0.0000e+000	 7.1467e-001	
          59	       0.468	 0.0000e+000	 7.4195e-001	 2.5805e-001	 0.0000e+000	 7.1467e-001	
          60	       0.476	 0.0000e+000	 7.1657e-001	 2.8343e-001	 0.0000e+000	 7.1467e-001	
          61	       0.484	 0.0000e+000	 6.9006e-001	 3.0994e-001	 0.0000e+000	 7.1467e-001	
          62	       0.492	 0.0000e+000	 6.6254e-001	 3.3746e-001	 0.0000e+000	 7.1467e-001	
          63	         0.5	 0.0000e+000	 6.3412e-001	 3.6588e-001	 0.0000e+000	 7.1467e-001	
          64	       0.508	 0.0000e+000	 6.0496e-001	 3.9504e-001	 0.0000e+000	 7.1467e-001	
          65	       0.516	 0.0000e+000	 5.7521e-001	 4.2479e-001	 0.0000e+000	 7.1467e-001	
          66	       0.524	 0.0000e+000	 5.4503e-001	 4.5497e-001	 0.0000e+000	 7.1467e-001	
          67	       0.532	 0.0000e+000	 5.1460e-001	 4.8540e-001	 0.0000e+000	 7.1467e-001	
          68	        0.54	 0.0000e+000	 4.8408e-001	 5.1592e-001	 0.0000e+000	 7.1467e-001	
          69	       0.548	 0.0000e+000	 4.5367e-001	 5.4633e-001	 0.0000e+000	 7.1467e-001	
          70	       0.556	 0.0000e+000	 4.2353e-001	 5.7647e-001	 0.0000e+000	 7.1467e-001	
          71	       0.564	 0.0000e+000	 3.9384e-001	 6.0616e-001	 0.0000e+000	 7.1467e-001	
          72	       0.572	 0.0000e+000	 3.6476e-001	 6.3524e-001	 0.0000e+000	 7.1467e-001	
          73	        0.58	 0.0000e+000	 3.3645e-001	 6.6355e-001	 0.0000e+000	 7.1467e-001	
          74	       0.588	 0.0000e+000	 3.0903e-001	 6.9097e-001	 0.0000e+000	 7.1467e-001	
          75	       0.596	 0.0000e+000	 2.8265e-001	 7.1735e-001	 0.0000e+000	 7.1467e-001	
          76	       0.604	 0.0000e+000	 2.5740e-001	 7.4260e-001	 0.0000e+000	 7.1467e-001	
          77	       0.612	 0.0000e+000	 2.3337e-001	 7.6663e-001	 0.0000e+000	 7.1467e-001	
          78	        0.62	 0.0000e+000	 2.1065e-001	 7.8935e-001	 0.0000e+000	 7.1467e-001	
          79	       0.628	 0.0000e+000	 1.8928e-001	 8.1072e-001	 0.0000e+000	 7.1467e-001	
          80	       0.636	 0.0000e+000	 1.6931e-001	 8.3069e-001	 0.0000e+000	 7.1467e-001	
          81	       0.644	 0.0000e+000	 1.5074e-001	 8.4926e-001	 0.0000e+000	 7.1467e-001	
          82	       0.652	 0.0000e+000	 1.3358e-001	 8.6642e-001	 0.0000e+000	 7.1467e-001	
          83	        0.66	 0.0000e+000	 1.1781e-001	 8.8219e-001	 0.0000e+000	 7.1467e-001	
          84	       0.668	 0.0000e+000	 1.0341e-001	 8.9659e-001	 0.0000e+000	 7.1467e-001	
          85	       0.676	 0.0000e+000	 9.0331e-002	 9.0967e-001	 0.0000e+000	 7.1467e-001	
          86	       0.684	 0.0000e+000	 7.8522e-002	 9.2148e-001	 0.0000e+000	 7.1467e-001	
          87	       0.692	 0.0000e+000	 6.7922e-002	 9.3208e-001	 0.0000e+000	 7.1467e-001	
          88	         0.7	 0.0000e+000	 5.8463e-002	 9.4154e-001	 0.0000e+000	 7.1467e-001	
          89	       0.708	 0.0000e+000	 5.0070e-002	 9.4993e-001	 0.0000e+000	 7.1467e-001	
          90	       0.716	 0.0000e+000	 4.2666e-002	 9.5733e-001	 0.0000e+000	 7.1467e-001	
          91	       0.724	 0.0000e+000	 3.6173e-002	 9.6383e-001	 0.0000e+000	 7.1467e-001	
          92	       0.732	 0.0000e+000	 3.0513e-002	 9.6949e-001	 0.0000e+000	 7.1467e-001	
          93	        0.74	 0.0000e+000	 2.5607e-002	 9.7439e-001	 0.0000e+000	 7.1467e-001	
          94	       0.748	 0.0000e+000	 2.1380e-002	 9.7862e-001	 0.0000e+000	 7.1467e-001	
          95	       0.756	 0.0000e+000	 1.7764e-002	 9.8224e-001	 0.0000e+000	 7.1467e-001	
          96	       0.764	 0.0000e+000	 1.4696e-002	 9.8530e-001	 0.0000e+000	 7.1467e-001	
          97	       0.772	 0.0000e+000	 1.2138e-002	 9.8786e-001	 0.0000e+000	 7.1467e-001	
          98	        0.78	 0.0000e+000	 1.0093e-002	 9.8991e-001	 0.0000e+000	 7.1467e-001	
          99	       0.788	 0.0000e+000	 8.6288e-003	 9.9137e-001	 0.0000e+000	 7.1467e-001	
         100	       0.796	 0.0000e+000	 7.8536e-003	 9.9215e-001	 0.0000e+000	 7.1467e-001	
         101	         0.8	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 7.1467e-001	
           0	           0	 0.0000e+000	 1.0000e+000	 0.0000e+000	 0.0000e+000	 7.2533e-001	
           1	       0.004	 0.0000e+000	 1.0000e+000	 3.2863e-008	 0.0000e+000	 7.2533e-001	
           2	       0.012	 0.0000e+000	 1.0000e+000	 5.2024e-008	 0.0000e+000	 7.2533e-001	
           3	        0.02	 0.0000e+000	 1.0000e+000	 9.1889e-008	 0.0000e+000	 7.2533e-001	
           4	       0.028	 0.0000e+000	 1.0000e+000	 1.5804e-007	 0.0000e+000	 7.2533e-001	
           5	       0.036	 0.0000e+000	 1.0000e+000	 2.6242e-007	 0.0000e+000	 7.2533e-001	
           6	       0.044	 0.0000e+000	 1.0000e+000	 4.2481e-007	 0.0000e+000	 7.2533e-001	
           7	       0.052	 0.0000e+000	 1.0000e+000	 6.7408e-007	 0.0000e+000	 7.2533e-001	
           8	        0.06	 0.0000e+000	 1.0000e+000	 1.0516e-006	 0.0000e+000	 7.2533e-001	
           9	       0.068	 0.0000e+000	 1.0000e+000	 1.6161e-006	 0.0000e+000	 7.2533e-001	
          10	       0.076	 0.0000e+000	 1.0000e+000	 2.4508e-006	 0.0000e+000	 7.2533e-001	
          11	       0.084	 0.0000e+000	 1.0000e+000	 3.6720e-006	 0.0000e+000	 7.2533e-001	
          12	       0.092	 0.0000e+000	 9.9999e-001	 5.4409e-006	 0.0000e+000	 7.2533e-001	
          13	         0.1	 0.0000e+000	 9.9999e-001	 7.9791e-006	 0.0000e+000	 7.2533e-001	
          14	       0.108	 0.0000e+000	 9.9999e-001	 1.1588e-005	 0.0000e+000	 7.2533e-001	
          15	       0.116	 0.0000e+000	 9.9998e-001	 1.6677e-005	 0.0000e+000	 7.2533e-001	
          16	       0.124	 0.0000e+000	 9.9998e-001	 2.3790e-005	 0.0000e+000	 7.2533e-001	
          17	       0.132	 0.0000e+000	 9.9997e-001	 3.3655e-005	 0.0000e+000	 7.2533e-001	
          18	        0.14	 0.0000e+000	 9.9995e-001	 4.7228e-005	 0.0000e+000	 7.2533e-001	
          19	       0.148	 0.0000e+000	 9.9993e-001	 6.5762e-005	 0.0000e+000	 7.2533e-001	
          20	       0.156	 0.0000e+000	 9.9991e-001	 9.0879e-005	 0.0000e+000	 7.2533e-001	
          21	       0.164	 0.0000e+000	 9.9988e-001	 1.2467e-004	 0.0000e+000	 7.2533e-001	
          22	       0.172	 0.0000e+000	 9.9983e-001	 1.6980e-004	 0.0000e+000	 7.2533e-001	
          23	        0.18	 0.0000e+000	 9.9977e-001	 2.2967e-004	 0.0000e+000	 7.2533e-001	
          24	       0.188	 0.0000e+000	 9.9969e-001	 3.0851e-004	 0.0000e+000	 7.2533e-001	
          25	       0.196	 0.0000e+000	 9.9959e-001	 4.1164e-004	 0.0000e+000	 7.2533e-001	
          26	       0.204	 0.0000e+000	 9.9945e-001	 5.4563e-004	 0.0000e+000	 7.2533e-001	
          27	       0.212	 0.0000e+000	 9.9928e-001	 7.1855e-004	 0.0000e+000	 7.2533e-001	
          28	        0.22	 0.0000e+000	 9.9906e-001	 9.4024e-004	 0.0000e+000	 7.2533e-001	
          29	       0.228	 0.0000e+000	 9.9878e-001	 1.2226e-003	 0.0000e+000	 7.2533e-001	
          30	       0.236	 0.0000e+000	 9.9842e-001	 1.5799e-003	 0.0000e+000	 7.2533e-001	
          31	       0.244	 0.0000e+000	 9.9797e-001	 2.0291e-003	 0.0000e+000	 7.2533e-001	
          32	       0.252	 0.0000e+000	 9.9741e-001	 2.5902e-003	 0.0000e+000	 7.2533e-001	
          33	        0.26	 0.0000e+000	 9.9671e-001	 3.2867e-003	 0.0000e+000	 7.2533e-001	
          34	       0.268	 0.0000e+000	 9.9585e-001	 4.1460e-003	 0.0000e+000	 7.2533e-001	
          35	       0.276	 0.0000e+000	 9.9480e-001	 5.1992e-003	 0.0000e+000	 7.2533e-001	
          36	       0.284	 0.0000e+000	 9.9352e-001	 6.4822e-003	 0.0000e+000	 7.2533e-001	
          37	       0.292	 0.0000e+000	 9.9196e-001	 8.0355e-003	 0.0000e+000	 7.2533e-001	
          38	         0.3	 0.0000e+000	 9.9010e-001	 9.9045e-003	 0.0000e+000	 7.2533e-001	
          39	       0.308	 0.0000e+000	 9.8786e-001	 1.2140e-002	 0.0000e+000	 7.2533e-001	
          40	       0.316	 0.0000e+000	 9.8520e-001	 1.4796e-002	 0.0000e+000	 7.2533e-001	
          41	       0.324	 0.0000e+000	 9.8207e-001	 1.7935e-002	 0.0000e+000	 7.2533e-001	
          42	       0.332	 0.0000e+000	 9.7838e-001	 2.1620e-002	 0.0000e+000	 7.2533e-001	
          43	        0.34	 0.0000e+000	 9.7408e-001	 2.5921e-002	 0.0000e+000	 7.2533e-001	
          44	       0.348	 0.0000e+000	 9.6909e-001	 3.0912e-002	 0.0000e+000	 7.2533e-001	
          45	       0.356	 0.0000e+000	 9.6333e-001	 3.6667e-002	 0.0000e+000	 7.2533e-001	
          46	       0.364	 0.0000e+000	 9.5673e-001	 4.3265e-002	 0.0000e+000	 7.2533e-001	
          47	       0.372	 0.0000e+000	 9.4922e-001	 5.0784e-002	 0.0000e+000	 7.2533e-001	
          48	        0.38	 0.0000e+000	 9.4070e-001	 5.9302e-002	 0.0000e+000	 7.2533e-001	
          49	       0.388	 0.0000e+000	 9.3111e-001	 6.8894e-002	 0.0000e+000	 7.2533e-001	
          50	       0.396	 0.0000e+000	 9.2037e-001	 7.9633e-002	 0.0000e+000	 7.2533e-001	
          51	       0.404	 0.0000e+000	 9.0842e-001	 9.1584e-002	 0.0000e+000	 7.2533e-001	
          52	       0.412	 0.0000e+000	 8.9519e-001	 1.0481e-001	 0.0000e+000	 7.2533e-001	
          53	        0.42	 0.0000e+000	 8.8065e-001	 1.1935e-001	 0.0000e+000	 7.2533e-001	
          54	       0.428	 0.0000e+000	 8.6474e-001	 1.3526e-001	 0.0000e+000	 7.2533e-001	
          55	       0.436	 0.0000e+000	 8.4745e-001	 1.5255e-001	 0.0000e+000	 7.2533e-001	
          56	       0.444	 0.0000e+000	 8.2876e-001	 1.7124e-001	 0.0000e+000	 7.2533e-001	
          57	       0.452	 0.0000e+000	 8.0868e-001	 1.9132e-001	 0.0000e+000	 7.2533e-001	
          58	        0.46	 0.0000e+000	 7.8723e-001	 2.1277e-001	 0.0000e+000	 7.2533e-001	
          59	       0.468	 0.0000e+000	 7.6445e-001	 2.3555e-001	 0.0000e+000	 7.2533e-001	
          60	       0.476	 0.0000e+000	 7.4039e-001	 2.5961e-001	 0.0000e+000	 7.2533e-001	
          61	       0.484	 0.0000e+000	 7.1513e-001	 2.8487e-001	 0.0000e+000	 7.2533e-001	
          62	       0.492	 0.0000e+000	 6.8876e-001	 3.1124e-001	 0.0000e+000	 7.2533e-001	
          63	         0.5	 0.0000e+000	 6.6140e-001	 3.3860e-001	 0.0000e+000	 7.2533e-001	
          64	       0.508	 0.0000e+000	 6.3317e-001	 3.6683e-001	 0.0000e+000	 7.2533e-001	
          65	       0.516	 0.0000e+000	 6.0421e-001	 3.9579e-001	 0.0000e+000	 7.2533e-001	
          66	       0.524	 0.0000e+000	 5.7466e-001	 4.2534e-001	 0.0000e+000	 7.2533e-001	
          67	       0.532	 0.0000e+000	 5.4470e-001	 4.5530e-001	 0.0000e+000	 7.2533e-001	
          68	        0.54	 0.0000e+000	 5.1450e-001	 4.8550e-001	 0.0000e+000	 7.2533e-001	
          69	       0.548	 0.0000e+000	 4.8421e-001	 5.1579e-001	 0.0000e+000	 7.2533e-001	
          70	       0.556	 0.0000e+000	 4.5402e-001	 5.4598e-001	 0.0000e+000	 7.2533e-001	
          71	       0.564	 0.0000e+000	 4.2411e-001	 5.7589e-001	 0.0000e+000	 7.2533e-001	
          72	       0.572	 0.0000e+000	 3.9462e-001	 6.0538e-001	 0.0000e+000	 7.2533e-001	
          73	        0.58	 0.0000e+000	 3.6574e-001	 6.3426e-001	 0.0000e+000	 7.2533e-001	
          74	       0.588	 0.0000e+000	 3.3760e-001	 6.6240e-001	 0.0000e+000	 7.2533e-001	
          75	       0.596	 0.0000e+000	 3.1035e-001	 6.8965e-001	 0.0000e+000	 7.2533e-001	
          76	       0.604	 0.0000e+000	 2.8410e-001	 7.1590e-001	 0.0000e+000	 7.2533e-001	
          77	       0.612	 0.0000e+000	 2.5897e-001	 7.4103e-001	 0.0000e+000	 7.2533e-001	
          78	        0.62	 0.0000e+000	 2.3504e-001	 7.6496e-001	 0.0000e+000	 7.2533e-001	
          79	       0.628	 0.0000e+000	 2.1239e-001	 7.8761e-001	 0.0000e+000	 7.2533e-001	
          80	       0.636	 0.0000e+000	 1.9107e-001	 8.0893e-001	 0.0000e+000	 7.2533e-001	
          81	       0.644	 0.0000e+000	 1.7111e-001	 8.2889e-001	 0.0000e+000	 7.2533e-001	
          82	       0.652	 0.0000e+000	 1.5254e-001	 8.4746e-001	 0.0000e+000	 7.2533e-001	
          83	        0.66	 0.0000e+000	 1.3537e-001	 8.6463e-001	 0.0000e+000	 7.2533e-001	
          84	       0.668	 0.0000e+000	 1.1956e-001	 8.8044e-001	 0.0000e+000	 7.2533e-001	
